Aï¿;TOTAL MATRï¿½CU;TOTAL MATRï¿½CULA MUJER;TOTAL MATRï¿½CULA HOMBR;TOTAL MATRï¿½CULA NO BINARIOS O INDEFINID;TOTAL MATRï¿½CULA PRIMER A;TOTAL MATRï¿½CULA MUJERES PRIMER A;TOTAL MATRï¿½CULA HOMBRES PRIMER A;TOTAL MATRï¿½CULA NO BINARIOS O INDEFINIDOS PRIMER A;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;Cï¿½DIGO DE INSTITUCI;NOMBRE INSTITUCIï¿;ACREDITACIï¿½N INSTITUCION;REGIï¿;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ýREA DEL CONOCIMIENTO;CINE-F 1997 ï¿½R;CINE-F 1997 SUBAREA;ýREA CARRERA GENýRICA;CINE-F 2013 ï¿½R;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIï¿½N NIVEL;CARRERA CLASIFICACIï¿½N NIVEL;MODALIDAD;JORNADA;TIPO DE PLAN DE LA CARRERA;DURACIï¿½N ESTUDIO CARRE;DURACIï¿½N TOTAL DE CARRE;Cï¿½DIGO CARRE;ACREDITACIï¿½N CARRE;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 Aï¿½;RANGO DE EDAD 20 A 24 Aï¿½;RANGO DE EDAD 25 A 29 Aï¿½;RANGO DE EDAD 30 A 34 Aï¿½;RANGO DE EDAD 35 A 39 Aï¿½;RANGO DE EDAD 40 Y Mï¿½S Aï;RANGO DE EDAD SIN INFORMACIï¿;PROMEDIO EDAD CARRERA     ;PROMEDIO EDAD MUJER     ;PROMEDIO EDAD HOMBRE     ; PROMEDIO EDAD NO BINARIO ;TES MUNICIPAL;TES PARTICULAR SUBVENCIONADO;TES PARTICULAR PAGADO;TES CORP. DE ADMINISTRACIï¿½N DELEGA;TES SERVICIO LOCAL EDUCACION;TOTAL TES;% COBERTURA TES;TIPO ESTABLECIMIENTO HC;TIPO ESTABLECIMIENTO TP;CLAS_EST ADULTO;CLAS_EST JOVEN
MAT_2025;9;5;4;;7;5;2;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN AGROECOLOGIA;Agropecuaria;Agricultura;Agricultura, Silvicultura y Pesca;Magister en Agropecuaria;Agricultura, Silvicultura, Pesca y Veterinaria;Agricultura;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C1002J1V1;NO ACREDITADA;9;;3;4;;;2;;29,2;31,4;26,5;;2;3;2;;;7;77,80%;7;;;7
MAT_2025;9;7;2;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN PRACTICAS COREOGRAFICAS;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C1001J2V1;NO ACREDITADA;9;;;4;;1;4;;39;37,6;44;;;2;2;;;4;44,40%;4;;;4
MAT_2025;22;10;12;;5;2;3;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN GESTION TERRITORIAL DEL RIESGO DE DESASTRES;Tecnologï¿;Servicios;Protecciï¿½n del Medio Ambien;Magister en Tecnologï¿;Ciencias naturales, matemï¿½ticas y estadï¿½s;Medio Ambiente;Posgrado;Magister;Magister;Semipresencial;Semipresencial;Plan Regular;4;4;I70S1C1000J3V1;NO ACREDITADA;22;;;;2;6;14;;42,2;44,9;40;;5;3;;;;8;36,40%;7;1;;8
MAT_2025;19;12;7;;11;7;4;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN INVESTIGACION EN EDUCACION;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Magister en Educaciï¿;Educaciï¿;Educaciï¿;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C968J2V1;ACREDITADA;19;;2;6;6;1;4;;33,2;30,5;37,9;;4;6;3;1;;14;73,70%;12;2;;14
MAT_2025;32;6;26;;11;1;10;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN DERECHO TRIBUTARIO;Derecho;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Derecho;Magister en Derecho;Administraciï¿½n de Empresas y Derec;Derecho;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C965J2V1;NO ACREDITADA;32;;;13;10;7;2;;32,2;32;32,3;;5;9;15;;;29;90,60%;27;2;1;28
MAT_2025;136;32;104;;30;8;22;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN CIENCIA DE DATOS;Ciencias Bï¿½sic;Ciencias;Matemï¿½ticas y Estadï¿½st;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Matemï¿½ticas y Estadï¿½st;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C964J1V1;NO ACREDITADA;136;;30;89;13;;4;;26,5;25,5;26,9;;34;46;50;;;130;95,60%;127;3;;130
MAT_2025;3;;3;;1;;1;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;79;UNIVERSIDAD DE ATACAMA;ACREDITADA;Atacama;COPIAPO;COPIAPO;CASA CENTRAL (COPIAPO);MAGISTER EN ESTADISTICA;Ciencias Bï¿½sic;Ciencias;Matemï¿½ticas y Estadï¿½st;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Matemï¿½ticas y Estadï¿½st;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;5;I79S1C233J1V1;NO ACREDITADA;3;;;1;1;1;;;33,3;;33,3;;;2;;1;;3;100,00%;2;1;;3
MAT_2025;19;9;10;;5;3;2;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN INNOVACION Y EMPRENDIMIENTO EN CIENCIA Y TECNOLOGIA;Administraciï¿½n y Comerc;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Enseï¿½anza Comercial y Administraci;Magister en Administraciï¿½n y Comerc;Administraciï¿½n de Empresas y Derec;Educaciï¿½n Comercial y Administraci;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C951J1V1;NO ACREDITADA;19;;5;7;3;3;1;;29,2;27,7;30,6;;4;9;4;;;17;89,50%;17;;;17
MAT_2025;50;29;21;;23;14;9;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN CRIMINOLOGIA Y GESTION DE LA SEGURIDAD CIUDADANA;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C939J1V1;ACREDITADA;50;;19;13;8;5;5;;28,7;28,5;29;;8;30;7;1;;46;92,00%;44;2;;46
MAT_2025;12;6;6;;4;3;1;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN PARASITOLOGIA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C933J1V1;ACREDITADA;12;;;1;4;2;5;;38,6;41,7;35,5;;2;1;3;;;6;50,00%;6;;;6
MAT_2025;6;5;1;;2;2;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN CIENCIAS DE LA FONOAUDIOLOGIA;Salud;Salud y Servicios Sociales;Medicina;Magister en Salud;Salud y Bienestar;Salud;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C932J1V1;ACREDITADA;6;;;4;1;;1;;29,7;29,6;30;;2;2;1;;;5;83,30%;5;;;5
MAT_2025;74;36;38;;17;10;7;;Universidades;Universidades Privadas;Universidades Privadas;22;UNIVERSIDAD DE VIï¿½A DEL M;ACREDITADA;Valparaï¿½;VALPARAISO;VIï¿½A DEL M;CASA CENTRAL (VIï¿½A DEL MA;MAGISTER EN SISTEMA INTEGRADO DE GESTION DE LA CALIDAD;Administraciï¿½n y Comerc;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Enseï¿½anza Comercial y Administraci;Magister en Administraciï¿½n y Comerc;Administraciï¿½n de Empresas y Derec;Educaciï¿½n Comercial y Administraci;Posgrado;Magister;Magister;No Presencial;A Distancia;Plan Regular;3;3;I22S1C343J4V1;NO ACREDITADA;74;;;4;17;18;35;;40,2;38,3;42;;12;24;2;;;38;51,40%;29;9;1;37
MAT_2025;29;21;8;;14;11;3;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;89;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;ACREDITADA;Valparaï¿½;VALPARAISO;VIï¿½A DEL M;VIï¿½A DEL M;MAGISTER EN LIDERAZGO Y GESTION DE ORGANIZACIONES ESCOLARES;Administraciï¿½n y Comerc;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Enseï¿½anza Comercial y Administraci;Magister en Administraciï¿½n y Comerc;Administraciï¿½n de Empresas y Derec;Educaciï¿½n Comercial y Administraci;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I89S3C297J1V2;ACREDITADA;29;;;3;9;3;14;;38,7;38,4;39,5;;7;7;2;1;;17;58,60%;11;6;1;16
MAT_2025;29;15;14;;12;4;8;;Universidades;Universidades Privadas;Universidades Privadas;22;UNIVERSIDAD DE VIï¿½A DEL M;ACREDITADA;Valparaï¿½;VALPARAISO;VIï¿½A DEL M;CASA CENTRAL (VIï¿½A DEL MA;MAGISTER EN COMUNICACION DIGITAL Y TRANSMEDIA;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Periodismo e Informaciï¿;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Periodismo e Informaciï¿;Posgrado;Magister;Magister;Semipresencial;Vespertina;Plan Regular;4;4;I22S1C348J2V1;NO ACREDITADA;29;;;3;5;10;11;;38,9;37,9;39,9;;5;8;6;;;19;65,50%;17;2;2;17
MAT_2025;7;5;2;;7;5;2;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;34;UNIVERSIDAD DE LOS ANDES;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;CASA CENTRAL (SANTIAGO);MAGISTER EN RADIOTERAPIA AVANZADA;Salud;Salud y Servicios Sociales;Medicina;Magister en Salud;Salud y Bienestar;Salud;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;2;2;I34S1C397J1V1;NO ACREDITADA;7;;;;2;4;1;;35,6;34,8;37,5;;;;;;;0;0,00%;;;;
MAT_2025;17;13;4;;17;13;4;;Universidades;Universidades Privadas;Universidades Privadas;42;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);MAGISTER EN EDUCACION;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Magister en Educaciï¿;Educaciï¿;Educaciï¿;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I42S1C200J2V2;NO ACREDITADA;17;;3;2;1;4;7;;37,2;35,1;44,3;;2;7;1;1;;11;64,70%;8;3;;11
MAT_2025;16;8;8;;7;2;5;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN GESTION TERRITORIAL DE RECURSOS NATURALES;Tecnologï¿;Servicios;Protecciï¿½n del Medio Ambien;Magister en Tecnologï¿;Ciencias naturales, matemï¿½ticas y estadï¿½s;Medio Ambiente;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C920J1V1;ACREDITADA;16;;4;12;;;;;25,8;26;25,6;;7;6;3;;;16;100,00%;16;;;16
MAT_2025;55;47;8;;30;24;6;;Universidades;Universidades Privadas;Universidades Privadas;45;UNIVERSIDAD DEL DESARROLLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE SANTIAGO (S.C. APOQUINDO);MAGISTER EN INNOVACION CURRICULAR Y EVALUACION EDUCATIVA;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Magister en Educaciï¿;Educaciï¿;Educaciï¿;Posgrado;Magister;Magister;Semipresencial;Semipresencial;Plan Regular;3;3;I45S4C223J3V2;NO ACREDITADA;55;;;9;14;11;21;;37,7;37,4;39;;5;17;12;;;34;61,80%;31;3;1;33
MAT_2025;77;49;28;;45;28;17;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN GESTION EDUCACIONAL;Administraciï¿½n y Comerc;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Enseï¿½anza Comercial y Administraci;Magister en Administraciï¿½n y Comerc;Administraciï¿½n de Empresas y Derec;Educaciï¿½n Comercial y Administraci;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C919J2V1;ACREDITADA;77;;12;19;20;15;11;;32,3;31,5;33,6;;17;40;5;3;;65;84,40%;58;7;1;64
MAT_2025;18;13;5;;11;8;3;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN DESARROLLO Y COOPERACION INTERNACIONAL;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C917J2V1;ACREDITADA;18;;3;2;5;5;3;;33,9;34,7;31,8;;1;6;4;;;11;61,10%;11;;;11
MAT_2025;17;7;10;;6;4;2;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN GEOGRAFIA;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C908J1V1;ACREDITADA;17;;5;7;3;2;;;27,8;26;29,1;;7;3;7;;;17;100,00%;17;;;17
MAT_2025;22;13;9;;12;7;5;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN INTERVENCION DEL PATRIMONIO ARQUITECTONICO;Humanidades;Humanidades y Artes;Humanidades;Magister en Humanidades;Artes y Humanidades;Humanidades;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C907J1V1;ACREDITADA;22;;2;7;4;3;6;;33,9;31,1;38;;2;10;4;;;16;72,70%;14;2;;16
MAT_2025;25;14;11;;15;9;6;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN TRABAJO SOCIAL;Ciencias Sociales;Salud y Servicios Sociales;Servicios Sociales;Magister en Ciencias Sociales;Salud y Bienestar;Bienestar;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C906J2V1;ACREDITADA;25;;10;4;4;2;5;;30,6;32,4;28,3;;7;6;4;2;;19;76,00%;16;3;;19
MAT_2025;14;5;9;;9;3;6;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN ARQUITECTURA;Arte y Arquitectura;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Magister en Arte y Arquitectura;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C894J1V1;ACREDITADA;14;;;5;5;2;2;;33,4;28,4;36,1;;2;6;2;;;10;71,40%;10;;;10
MAT_2025;34;9;25;;6;4;2;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN CIENCIAS DE LA INGENIERIA MENCION INGENIERIA ESTRUCTURAL, SISMICA Y GEOTECNICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Magister en Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C876J1V1;ACREDITADA;34;;10;20;2;1;1;;27,1;24,9;28;;9;10;11;;;30;88,20%;29;1;;30
MAT_2025;6;3;3;;2;;2;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;75;UNIVERSIDAD DEL BIO-BIO;ACREDITADA;ýuble;DIGUILLIN;CHILLAN;SEDE CHILLAN;MAGISTER EN CIENCIAS E INGENIERIA EN ALIMENTOS;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Industria y Producciï¿;Magister en Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Industria y Producciï¿;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I75S2C114J1V1;ACREDITADA;6;;1;1;4;;;;29,3;29,3;29,3;;1;2;;;;3;50,00%;3;;;3
MAT_2025;11;1;10;;6;;6;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;75;UNIVERSIDAD DEL BIO-BIO;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL (CONCEPCION);MAGISTER EN CIENCIAS FISICAS;Ciencias Bï¿½sic;Ciencias;Ciencias Fï¿½sic;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Fï¿½sic;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I75S1C179J1V1;ACREDITADA;11;;1;6;3;1;;;29,6;29;29,7;;5;3;1;1;;10;90,90%;9;1;1;9
MAT_2025;17;11;6;;9;7;2;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;75;UNIVERSIDAD DEL BIO-BIO;ACREDITADA;ýuble;DIGUILLIN;CHILLAN;SEDE CHILLAN;MAGISTER EN CIENCIAS SOCIALES;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I75S2C279J1V1;ACREDITADA;17;;1;9;2;3;2;;30,8;31,7;29,2;;3;9;;3;;15;88,20%;9;6;;15
MAT_2025;10;5;5;;10;5;5;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;75;UNIVERSIDAD DEL BIO-BIO;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL (CONCEPCION);MAGISTER EN CONSTRUCCION EN MADERA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Magister en Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I75S1C32J1V1;NO ACREDITADA;10;;2;4;1;1;2;;31,2;30,2;32,2;;1;4;1;1;;7;70,00%;6;1;;7
MAT_2025;1;1;;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;78;UNIVERSIDAD DE TALCA;ACREDITADA;Maule;TALCA;TALCA;CASA CENTRAL (TALCA);MAGISTER EN ENSEï¿½ANZA DE LAS CIENCIAS MENCION BIOLOGIA, FISICA, MATEMATICA O QUIMI;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Magister en Educaciï¿;Educaciï¿;Educaciï¿;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I78S1C302J1V1;NO ACREDITADA;1;;;;;1;;;37;37;;;1;;;;;1;100,00%;;1;;1
MAT_2025;161;34;127;;54;11;43;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;86;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;MACUL;CAMPUS SAN JOAQUIN;MAGISTER EN INVERSIONES Y FINANZAS APLICADAS;Administraciï¿½n y Comerc;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Enseï¿½anza Comercial y Administraci;Magister en Administraciï¿½n y Comerc;Administraciï¿½n de Empresas y Derec;Educaciï¿½n Comercial y Administraci;Posgrado;Magister;Magister;No Presencial;A Distancia;Plan Regular;4;4;I86S5C1304J4V1;NO ACREDITADA;161;;4;42;41;39;35;;34,6;32,9;35;;20;30;25;2;;77;47,80%;69;8;;77
MAT_2025;28;16;12;;19;12;7;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN ARQUEOLOGIA;Ciencias Sociales;Humanidades y Artes;Humanidades;Magister en Ciencias Sociales;Artes y Humanidades;Humanidades;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C843J1V1;ACREDITADA;28;;10;9;6;3;;;27,6;27,1;28,2;;6;12;9;1;;28;100,00%;27;1;1;27
MAT_2025;61;33;28;;24;15;9;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN NEUROCIENCIAS;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C829J1V1;ACREDITADA;61;;2;20;17;12;10;;33,6;32,8;34,7;;10;22;15;;;47;77,00%;43;4;;47
MAT_2025;12;8;4;;4;3;1;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN GENETICA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C825J1V1;ACREDITADA;12;;2;4;2;2;2;;31,4;30,6;33;;3;5;1;;;9;75,00%;9;;;9
MAT_2025;12;5;7;;3;;3;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN FARMACOLOGIA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Magister en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C822J1V1;ACREDITADA;12;;;3;3;4;2;;34,7;32,2;36,4;;3;5;3;;;11;91,70%;11;;;11
MAT_2025;76;27;49;;18;7;11;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN ANALISIS ECONOMICO;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C811J1V1;ACREDITADA;76;;31;26;13;3;3;;27,6;26,1;28,3;;18;15;35;;;68;89,50%;67;1;;68
MAT_2025;30;12;18;;17;7;10;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN CINE DOCUMENTAL;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C798J2V1;ACREDITADA;30;;4;12;5;3;6;;31,9;33,8;30,6;;4;9;8;;;21;70,00%;19;2;;21
MAT_2025;34;10;24;;9;2;7;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN FILOSOFIA;Humanidades;Humanidades y Artes;Humanidades;Magister en Humanidades;Artes y Humanidades;Humanidades;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C797J2V1;ACREDITADA;34;;3;19;7;4;1;;29,2;30,2;28,8;;8;15;7;1;;31;91,20%;30;1;1;30
